age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,was_contacted_before,never_contacted_before,previously_successful,has_any_loan,is_married,is_weekday_mon_thu,actual,predicted,propensity_score
58,retired,married,basic.4y,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1,1,0,0,1,1,1,0,0.5549900191868653
45,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,0,1,0,1,1,1,1,0,0.5548320652036701
31,admin.,divorced,university.degree,no,yes,yes,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,1,0,1,0,0,0.5541478792563036
56,admin.,divorced,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,1,0,1,1,0,0.5532643737076681
33,management,married,university.degree,no,yes,no,telephone,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,0,1,0,1,1,1,1,0,0.5531306879195824
68,retired,divorced,high.school,no,yes,no,cellular,oct,mon,4,999,2,failure,-1.1,94.601,-49.5,1.0,4963.6,1,1,0,1,0,1,0,0,0.5524300320055776
49,admin.,married,university.degree,no,no,no,cellular,sep,fri,6,999,3,failure,-1.1,94.199,-37.5,0.883,4963.6,1,1,0,0,1,0,0,0,0.5514924144566876
31,technician,married,professional.course,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,0,1,0,1,1,1,0,0,0.5501379393221896
24,student,single,high.school,no,unknown,unknown,cellular,jun,thu,3,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,1,1,0,0,0,1,1,0,0.5494086915686789
34,admin.,single,high.school,no,yes,no,cellular,may,wed,1,12,1,success,-1.8,92.893,-46.2,1.334,5099.1,1,0,1,1,0,1,0,0,0.5492580673633541
39,admin.,single,university.degree,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,0,0,1,0,0,0.5490299552736889
69,retired,married,professional.course,no,yes,no,telephone,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,1,0,1,1,1,0,0,0.5477932463141592
48,admin.,married,university.degree,no,no,yes,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,1,1,1,0,0,0.5474642295123433
33,unemployed,single,university.degree,no,no,no,telephone,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,1,1,0,0,0,1,0,0,0.5466392520684458
31,self-employed,single,university.degree,no,no,no,cellular,aug,mon,1,999,2,failure,-1.7,94.027,-38.3,0.898,4991.6,1,1,0,0,0,1,0,0,0.5453045696794554
55,management,divorced,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0,1,0,1,0,1,0,0,0.5436493722402155
34,admin.,married,university.degree,no,no,no,telephone,jun,wed,4,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,0,1,0,0,1,1,0,0,0.5434130336492481
39,technician,single,professional.course,no,yes,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0,1,0,1,0,1,0,0,0.5433056544726729
81,retired,married,basic.4y,no,yes,no,cellular,oct,wed,1,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,1,1,0,1,1,1,1,0,0.5411254076542762
64,retired,married,university.degree,no,no,no,telephone,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,1,0,0,1,1,0,0,0.5408672777472385
33,blue-collar,single,basic.4y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,1,0,0,0.5406802883040683
32,technician,single,professional.course,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,0,1,0,0,0.5403074129213571
39,admin.,married,university.degree,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1,1,0,0,0.540224117759832
31,blue-collar,single,basic.9y,no,no,no,telephone,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0,1,0,0,0,1,0,0,0.5392140296203434
54,blue-collar,married,professional.course,no,yes,no,telephone,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0,1,0,1,1,1,0,0,0.5390776713381225
75,retired,married,unknown,no,no,no,telephone,aug,tue,2,999,4,failure,-1.7,94.027,-38.3,0.899,4991.6,1,1,0,0,1,1,1,0,0.5383871820552266
39,admin.,married,high.school,unknown,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1,0,1,0,1,1,1,0,0,0.5383068148319416
24,admin.,single,university.degree,no,yes,no,cellular,jun,wed,3,999,1,failure,-2.9,92.963,-40.8,1.244,5076.2,1,1,0,1,0,1,0,0,0.5382162205045471
25,admin.,single,university.degree,no,yes,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,1,0,1,0,0,0.537583637490476
20,student,single,high.school,no,yes,yes,cellular,jun,wed,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,1,1,0,1,0,1,0,0,0.5373223780698619
51,technician,married,professional.course,no,yes,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,1,1,1,0,0,0.5365024323427663
51,self-employed,married,basic.9y,no,no,no,telephone,may,wed,2,12,1,success,-1.8,92.893,-46.2,1.281,5099.1,1,0,1,0,1,1,0,0,0.5357063384912376
27,self-employed,single,university.degree,no,unknown,unknown,cellular,aug,mon,2,999,1,failure,-2.9,92.201,-31.4,0.861,5076.2,1,1,0,0,0,1,0,0,0.5356666971169366
25,services,single,high.school,no,yes,no,telephone,jul,thu,2,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6,1,1,0,1,0,1,0,0,0.535256169689344
27,services,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,1,1,1,0,0,0.5347958532786771
30,services,single,high.school,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,0,0,1,0,0,0.5345856508992975
56,housemaid,married,high.school,no,no,no,cellular,may,mon,8,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,0,1,1,0,0,0.5337287839471944
78,retired,divorced,basic.6y,no,no,no,telephone,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,0,1,0,0,0,0,0,0,0.5335476798124271
38,technician,single,university.degree,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0.5327571660863176
28,admin.,single,university.degree,no,unknown,unknown,cellular,aug,mon,1,999,2,failure,-2.9,92.201,-31.4,0.861,5076.2,1,1,0,0,0,1,0,0,0.5326605815128339
40,admin.,married,university.degree,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,0,1,1,1,0,0.5326262710006788
37,admin.,divorced,university.degree,unknown,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,1,0,1,0,0,0.5296297284935657
36,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,mon,1,12,1,success,-1.8,92.893,-46.2,1.299,5099.1,1,0,1,1,0,1,0,0,0.5292173383111298
33,self-employed,married,university.degree,no,no,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0,1,0,0,1,1,0,0,0.5289594621262504
56,entrepreneur,married,university.degree,no,no,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,1,0,0,1,1,0,0,0.5289427324027087
24,admin.,married,basic.9y,no,yes,no,cellular,may,wed,1,10,1,success,-1.8,92.893,-46.2,1.281,5099.1,1,0,1,1,1,1,1,0,0.5280184294312908
29,admin.,divorced,basic.9y,no,yes,no,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,1,0,1,0,0,0.5278628377927364
39,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0,1,0,1,1,1,0,0,0.5273736589036059
46,technician,single,basic.9y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,1,0,1,0,1,0,0,0.5262735530839354
23,student,single,basic.9y,no,no,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,1,0,1,0,0,0,0,0.525999457658308
31,technician,single,professional.course,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,1,0,0,0.5255774105024996
46,admin.,single,university.degree,no,no,yes,cellular,nov,tue,1,999,1,failure,-1.1,94.767,-50.8,1.046,4963.6,1,1,0,1,0,1,0,0,0.5249882968721262
32,admin.,divorced,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,0,0,1,0,0,0.5243991676333677
32,admin.,married,university.degree,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,0,1,0,1,1,1,0,0,0.5236401045640777
26,technician,single,university.degree,no,no,yes,cellular,jul,tue,5,999,1,failure,-2.9,92.469,-33.6,0.908,5076.2,1,1,0,1,0,1,0,0,0.5233808921606878
44,management,married,university.degree,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1,1,0,0,0.5229036256585975
30,admin.,married,university.degree,no,yes,yes,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,1,1,1,1,0,0.5215610700844643
34,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,2,11,1,success,-1.8,92.893,-46.2,1.244,5099.1,1,0,1,1,1,1,0,0,0.52152696973866
48,admin.,married,high.school,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,-1.7,94.055,-39.8,0.711,4991.6,0,1,0,1,1,1,0,0,0.5212137765282405
58,admin.,married,high.school,no,yes,no,cellular,nov,tue,1,999,2,failure,-1.1,94.767,-50.8,1.046,4963.6,1,1,0,1,1,1,0,0,0.5209403455785947
33,services,single,high.school,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,0,0,0,0,0.5206836840701511
30,services,single,professional.course,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,0,0,0,0,0.5204341694562014
35,services,single,university.degree,no,unknown,unknown,cellular,jun,tue,2,999,1,failure,-2.9,92.963,-40.8,1.286,5076.2,1,1,0,0,0,1,0,0,0.519602890858975
34,services,married,high.school,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,1,0,1,1,1,0,0,0.5190093355298692
31,services,single,university.degree,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,0,0,1,1,0,0.518117494771131
32,admin.,married,university.degree,no,no,no,cellular,may,mon,3,12,2,failure,-1.8,92.893,-46.2,1.264,5099.1,1,0,0,0,1,1,0,0,0.5173075711432991
35,admin.,single,university.degree,no,yes,no,cellular,may,fri,1,12,1,success,-1.8,92.893,-46.2,1.313,5099.1,1,0,1,1,0,0,1,0,0.5163322780843939
44,management,single,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,0,0,1,0,0,0.5156795180125333
39,blue-collar,married,basic.9y,no,yes,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,1,0,1,1,1,0,0,0.5155913865465268
37,admin.,married,high.school,no,yes,no,telephone,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,0,1,0,1,1,1,0,0,0.5154953496099776
56,services,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,1,1,1,0,0,0.5152857300285532
32,services,single,high.school,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,1,0,0,0,1,0,0,0.5136417077906521
44,unemployed,divorced,basic.6y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,0,0,1,0,0,0.5135828954520244
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,1,1,1,0,0,0.5127481470084824
32,admin.,single,university.degree,no,yes,yes,cellular,jun,wed,2,999,1,failure,-2.9,92.963,-40.8,1.244,5076.2,1,1,0,1,0,1,0,0,0.5126479906770569
35,admin.,married,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,1,1,1,0,0,0.5115563119234182
64,unknown,married,unknown,no,yes,no,telephone,aug,fri,4,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,0,1,0,1,1,0,1,0,0.5114733367002148
34,admin.,married,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,1,1,1,0,0,0.5110804008178725
31,admin.,married,university.degree,no,no,no,telephone,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0,1,0,0,1,1,1,0,0.5109062229278354
26,technician,single,professional.course,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,0,0,1,0,0.5104370999028057
36,services,married,high.school,no,unknown,unknown,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,1,0,0,1,1,0,0,0.509976411921442
54,services,divorced,high.school,no,yes,no,cellular,oct,wed,3,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,1,1,0,1,0,1,1,0,0.5098878137824943
18,student,single,high.school,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,1,1,0,0,0,0,1,0,0.5087904726281682
24,technician,single,high.school,no,yes,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,1,0,1,1,0,0.50873738993642
60,self-employed,divorced,university.degree,no,no,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,1,0,0,0,1,0,0,0.5086472403726168
49,technician,single,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,-1.8,93.876,-40.0,0.701,5008.7,0,1,0,0,0,1,0,0,0.5081188252475514
30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,1,1,0,0,0.5075954106596775
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,1,1,1,0,0,0.5070285755608352
37,technician,single,professional.course,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,1,0,0,0.5069170102149804
71,retired,married,university.degree,no,yes,yes,telephone,apr,mon,12,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,0,1,0,1,1,1,0,0,0.5066504726475561
37,technician,single,professional.course,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,0,0,1,0,0,0.5058552799617386
47,entrepreneur,divorced,high.school,no,no,no,cellular,apr,thu,5,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,0,0,1,0,0,0.5050742839578806
40,technician,married,professional.course,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,1,0,0,1,1,0,0,0.5048293103307253
42,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,0,1,1,0,0,0.5038597664255522
47,services,married,basic.9y,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,1,1,1,0,0,0.5038110882173897
39,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,1,12,1,success,-1.8,92.893,-46.2,1.344,5099.1,1,0,1,1,1,1,0,0,0.5036838070355533
25,technician,married,university.degree,no,yes,no,cellular,may,tue,1,12,1,success,-1.8,92.893,-46.2,1.291,5099.1,1,0,1,1,1,1,0,0,0.5035178236191069
46,admin.,divorced,high.school,no,no,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,1,0,0,0,1,0,0,0.5023815421827422
58,services,married,basic.6y,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,1,1,0,0,0.5023606147211122
26,technician,single,university.degree,no,yes,yes,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,1,0,0,0,0,0.5019254702359464
27,admin.,single,university.degree,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,1,0,1,0,0,0,0,0.5018094440894302
31,admin.,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,1,1,1,0,0,0.5010016797662055
31,admin.,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,1,1,1,1,0,0.5010016797662055
81,retired,married,basic.4y,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,0,1,1,1,0,0.5001593116619647
57,admin.,divorced,university.degree,no,no,no,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,0,1,0,0,0,1,0,0,0.49882283292324636
46,admin.,single,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,1,0,1,0,0,0.4982191158946251
33,blue-collar,married,high.school,unknown,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1,0,1,0,1,1,1,0,0,0.49795031669459205
32,admin.,divorced,high.school,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,0,0,0,0,0,0.4979454009858516
45,blue-collar,single,high.school,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,0,0,0,0,0,0.4970979685267311
29,admin.,single,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,1,0,1,0,0,0.49706282275069613
54,unemployed,married,university.degree,no,no,no,telephone,aug,mon,3,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,1,0,0,1,1,0,0,0.49694203923534985
25,admin.,single,university.degree,no,yes,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,1,0,1,0,1,0,0,0.4968858444551436
26,admin.,married,high.school,no,yes,no,telephone,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0,1,0,1,1,1,0,0,0.4965824445556464
30,technician,single,professional.course,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,0,0,0,0,0.49657674149536574
37,self-employed,married,university.degree,no,no,no,telephone,jun,mon,4,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,0,1,0,0,1,1,0,0,0.4963382589991103
30,self-employed,married,university.degree,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,0,1,1,0,0,0.496066543692956
29,technician,single,university.degree,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,0,0,1,0,0,0.4957607907268291
33,technician,single,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0.49553123617649963
30,admin.,married,high.school,no,yes,no,telephone,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8,0,1,0,1,1,1,0,0,0.49394229232745646
24,management,single,university.degree,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,0,0,1,0,0,0.4922732718033179
49,entrepreneur,married,basic.4y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1,1,0,0,0.49213458669993543
30,admin.,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,1,1,1,0,0,0.4919092641040702
39,technician,divorced,university.degree,no,no,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,0,0,0,0,0,0.4906338125484875
50,admin.,married,high.school,no,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,1,1,1,0,0,0.4900566234226204
30,unknown,married,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,1,0,1,1,1,0,0,0.4893299819414384
85,retired,married,basic.4y,unknown,yes,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,1,1,1,0,0.48904672963707907
29,admin.,single,high.school,no,no,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,0,0,0,0,0,0.48832956601071187
29,unemployed,married,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,1,1,0,1,0,0.48830105840529753
50,admin.,married,high.school,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,1,1,0,0,0.488251990370874
27,admin.,married,university.degree,no,no,yes,cellular,jul,tue,6,999,1,failure,-2.9,92.469,-33.6,0.908,5076.2,1,1,0,1,1,1,1,0,0.4882262311333985
35,admin.,single,university.degree,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,1,0,1,0,1,0,0,0.4874142759541772
47,admin.,married,university.degree,no,no,yes,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,0,1,0,1,1,1,0,0,0.48566874436936125
36,admin.,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,1,1,0,0,0.4853203023738486
49,admin.,single,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,1,0,1,0,0,0.4852404896064078
31,admin.,single,high.school,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0.4845722252239026
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,1,0,1,1,1,0,0,0.4838324239129656
36,admin.,married,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1,1,0,0,0.4837339543827421
34,management,married,university.degree,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,1,0,1,1,1,0,0,0.483069891208902
31,services,single,high.school,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,0,0,0,0,0.48265605643686
41,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,1,0,1,1,1,0,0,0.48248824344583013
30,technician,single,basic.9y,no,no,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,1,0,1,0,1,0,0,0.4816021120696207
47,blue-collar,married,basic.9y,no,yes,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,1,0,1,1,1,0,0,0.4815506240903475
46,admin.,married,high.school,no,yes,yes,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,1,1,0,0,0,0.4812849076818918
44,blue-collar,single,professional.course,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,1,0,0,0,1,0,0,0.4811069159312651
35,services,married,high.school,no,yes,yes,cellular,jun,tue,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,1,1,0,1,1,1,0,0,0.4810201973212893
40,admin.,single,high.school,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,1,0,1,0,1,0,0,0.48054012838654175
28,admin.,single,university.degree,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,0,0,0,0,0,0.4802127925289855
33,admin.,single,high.school,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,1,0,1,0,1,0,0,0.47896648310087314
29,unemployed,married,university.degree,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,1,0,1,1,0,0,0,0.4789474656171808
37,management,married,university.degree,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,1,1,1,0,0,0.47867237545626823
33,blue-collar,married,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1,1,0,0,0.47864283369462357
44,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,1,0,1,1,1,0,0,0.47852881379739803
35,admin.,married,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0,1,0,1,1,0,0,0,0.4781950752623959
30,admin.,single,high.school,no,yes,no,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,1,1,0,1,0,0,0,0,0.47814436273219635
36,blue-collar,married,basic.9y,no,no,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,1,0,1,1,1,0,0,0.4779915959041008
50,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,1,0,0,1,1,0,0,0.4776110250950837
